id,song_name,singer,album,release_date,cover_image,spotify_url,popularity,genre,language,language_evidence,source,mood_valence,mood_arousal,mood_danceability,mood_acousticness,artist_text,release_year,text,recommendation_text,emotion_sadness,emotion_joy,emotion_love,emotion_anger,emotion_fear,emotion_surprise,emotion_prob_sadness,emotion_prob_joy,emotion_prob_love,emotion_prob_anger,emotion_prob_fear,emotion_prob_surprise,emotion_label,emotion_confidence,emotion_label_source
4ulroyDK6rN73nVkCkWhur,Sahiba,"['Jasleen Royal', 'Stebin Ben', 'Vijay Deverakonda', 'Radhikka Madan', 'Priya Saraiya', 'Aditya Sharma']",Sahiba,2024-11-15,https://i.scdn.co/image/ab67616d0000b273b5e7944443cec785db91184b,https://open.spotify.com/track/4ulroyDK6rN73nVkCkWhur,78,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Jasleen Royal Stebin Ben Vijay Deverakonda Radhikka Madan Priya Saraiya Aditya Sharma,2024,Sahiba Sahiba Jasleen Royal Stebin Ben Vijay Deverakonda Radhikka Madan Priya Saraiya Aditya Sharma bollywood Hindi,Sahiba Sahiba bollywood Hindi,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
1PDREqVNvmphIoNac3Vz8c,Sanam Teri Kasam,"['Ankit Tiwari', 'Palak Muchhal', 'Sameer Anjaan']",Sanam Teri Kasam (Original Motion Picture Soundtrack),2016-01-06,https://i.scdn.co/image/ab67616d0000b273f000fdbe92e9a1058034fd33,https://open.spotify.com/track/1PDREqVNvmphIoNac3Vz8c,74,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Ankit Tiwari Palak Muchhal Sameer Anjaan,2016,Sanam Teri Kasam Sanam Teri Kasam (Original Motion Picture Soundtrack) Ankit Tiwari Palak Muchhal Sameer Anjaan bollywood Hindi,Sanam Teri Kasam Sanam Teri Kasam (Original Motion Picture Soundtrack) bollywood Hindi,0.0,0.0,0.11052689618568004,0.0,0.0,0.0,0.111344,0.111344,0.443282,0.111344,0.111344,0.111344,love,0.110527,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
5zCnGtCl5Ac5zlFHXaZmhy,"Sajni (From ""Laapataa Ladies"")","['Ram Sampath', 'Arijit Singh', 'Prashant Pandey']","Sajni (From ""Laapataa Ladies"")",2024-02-12,https://i.scdn.co/image/ab67616d0000b273d5f4378b1ffc9119fdc7306d,https://open.spotify.com/track/5zCnGtCl5Ac5zlFHXaZmhy,75,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Ram Sampath Arijit Singh Prashant Pandey,2024,"Sajni (From ""Laapataa Ladies"") Sajni (From ""Laapataa Ladies"") Ram Sampath Arijit Singh Prashant Pandey bollywood Hindi","Sajni (From ""Laapataa Ladies"") Sajni (From ""Laapataa Ladies"") bollywood Hindi",0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
5AnWrUzsrFgBvhn6dUElnr,"Aaj Ki Raat (From ""Stree 2"")","['Sachin-Jigar', 'Madhubanti Bagchi', 'Divya Kumar', 'Amitabh Bhattacharya']","Aaj Ki Raat (From ""Stree 2"")",2024-07-24,https://i.scdn.co/image/ab67616d0000b2735e16168f7e8ff4fb8aace6cf,https://open.spotify.com/track/5AnWrUzsrFgBvhn6dUElnr,73,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Sachin-Jigar Madhubanti Bagchi Divya Kumar Amitabh Bhattacharya,2024,"Aaj Ki Raat (From ""Stree 2"") Aaj Ki Raat (From ""Stree 2"") Sachin-Jigar Madhubanti Bagchi Divya Kumar Amitabh Bhattacharya bollywood Hindi","Aaj Ki Raat (From ""Stree 2"") Aaj Ki Raat (From ""Stree 2"") bollywood Hindi",0.0,0.26599999999999996,0.0,0.0,0.0,0.0,0.030489,0.847556,0.030489,0.030489,0.030489,0.030489,joy,0.266,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
78BWCd70D1X6LMkDZm1UoF,Millionaire,['Yo Yo Honey Singh'],Glory,2024-08-26,https://i.scdn.co/image/ab67616d0000b273aad3f4b601ae8763b3fc4e88,https://open.spotify.com/track/78BWCd70D1X6LMkDZm1UoF,74,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Yo Yo Honey Singh,2024,Millionaire Glory Yo Yo Honey Singh bollywood Hindi,Millionaire Glory bollywood Hindi,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
3trnNo4KeaUlFuUiV7iRCj,Tera Chehra,"['Arijit Singh', 'Sameer Anjaan']",Sanam Teri Kasam (Original Motion Picture Soundtrack),2016-01-06,https://i.scdn.co/image/ab67616d0000b273f000fdbe92e9a1058034fd33,https://open.spotify.com/track/3trnNo4KeaUlFuUiV7iRCj,73,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Arijit Singh Sameer Anjaan,2016,Tera Chehra Sanam Teri Kasam (Original Motion Picture Soundtrack) Arijit Singh Sameer Anjaan bollywood Hindi,Tera Chehra Sanam Teri Kasam (Original Motion Picture Soundtrack) bollywood Hindi,0.0,0.0,0.10340726620736207,0.0,0.0,0.0,0.115711,0.115711,0.421444,0.115711,0.115711,0.115711,love,0.103407,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
2Fv2injs4qAm8mJBGaxVKU,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","['Arijit Singh', 'Mithoon']","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",2019-05-31,https://i.scdn.co/image/ab67616d0000b273ba03ff79dad25f7c3542382f,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU,74,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Arijit Singh Mithoon,2019,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"") Tujhe Kitna Chahne Lage (From ""Kabir Singh"") Arijit Singh Mithoon bollywood Hindi","Tujhe Kitna Chahne Lage (From ""Kabir Singh"") Tujhe Kitna Chahne Lage (From ""Kabir Singh"") bollywood Hindi",0.26599999999999996,0.0,0.0,0.0,0.0,0.0,0.847556,0.030489,0.030489,0.030489,0.030489,0.030489,sadness,0.266,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
2ceeTJAzKy295Fm0VsaXtE,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","['Sachin-Jigar', 'Raghav Chaitanya', 'Varun Jain', 'Indraneel']","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",2024-02-02,https://i.scdn.co/image/ab67616d0000b273b608e9bcf3845d082d1d559e,https://open.spotify.com/track/2ceeTJAzKy295Fm0VsaXtE,73,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Sachin-Jigar Raghav Chaitanya Varun Jain Indraneel,2024,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"") Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"") Sachin-Jigar Raghav Chaitanya Varun Jain Indraneel bollywood Hindi","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"") Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"") bollywood Hindi",0.0,0.0,0.098,0.0,0.0,0.0,0.118989,0.118989,0.405057,0.118989,0.118989,0.118989,unclassified,0.098,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
3yHyiUDJdz02FZ6jfUbsmY,"Satranga (From ""ANIMAL"")","['Arijit Singh', 'Shreyas Puranik', 'Siddharth - Garima']","Satranga (From ""ANIMAL"")",2023-10-27,https://i.scdn.co/image/ab67616d0000b273021d7017f73387b008eab271,https://open.spotify.com/track/3yHyiUDJdz02FZ6jfUbsmY,73,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Arijit Singh Shreyas Puranik Siddharth - Garima,2023,"Satranga (From ""ANIMAL"") Satranga (From ""ANIMAL"") Arijit Singh Shreyas Puranik Siddharth - Garima bollywood Hindi","Satranga (From ""ANIMAL"") Satranga (From ""ANIMAL"") bollywood Hindi",0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
7eQl3Yqv35ioqUfveKHitE,Tum Se Hi,"['Pritam', 'Mohit Chauhan', 'Irshad Kamil']",Jab We Met,2007-09-21,https://i.scdn.co/image/ab67616d0000b27352fe6875028c892308ffc2f7,https://open.spotify.com/track/7eQl3Yqv35ioqUfveKHitE,73,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Pritam Mohit Chauhan Irshad Kamil,2007,Tum Se Hi Jab We Met Pritam Mohit Chauhan Irshad Kamil bollywood Hindi,Tum Se Hi Jab We Met bollywood Hindi,0.0,0.0,0.098,0.0,0.0,0.0,0.118989,0.118989,0.405057,0.118989,0.118989,0.118989,unclassified,0.098,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
5GJ3WaxTSlxDY3csctX20H,Bewajah,"['Himesh Reshammiya', 'Sameer Anjaan']",Sanam Teri Kasam (Original Motion Picture Soundtrack),2016-01-06,https://i.scdn.co/image/ab67616d0000b273f000fdbe92e9a1058034fd33,https://open.spotify.com/track/5GJ3WaxTSlxDY3csctX20H,72,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Himesh Reshammiya Sameer Anjaan,2016,Bewajah Sanam Teri Kasam (Original Motion Picture Soundtrack) Himesh Reshammiya Sameer Anjaan bollywood Hindi,Bewajah Sanam Teri Kasam (Original Motion Picture Soundtrack) bollywood Hindi,0.0,0.0,0.006320669663879823,0.0,0.0,0.0,0.164414,0.164414,0.177931,0.164414,0.164414,0.164414,unclassified,0.006321,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
7yDHHVKLbvDmVw1XXhDDIO,Pehle Bhi Main,"['Vishal Mishra', 'Raj Shekhar']",ANIMAL,2023-11-24,https://i.scdn.co/image/ab67616d0000b2735f3ede47954a93aa03efe5f9,https://open.spotify.com/track/7yDHHVKLbvDmVw1XXhDDIO,73,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Vishal Mishra Raj Shekhar,2023,Pehle Bhi Main ANIMAL Vishal Mishra Raj Shekhar bollywood Hindi,Pehle Bhi Main ANIMAL bollywood Hindi,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
45PA9lW7U5LYnlpGrdTyHY,Sang Rahiyo (feat. Ujjwal Kashyap),"['Jasleen Royal', 'Ujjwal Kashyap']",Sang Rahiyo (feat. Ujjwal Kashyap),2020-09-10,https://i.scdn.co/image/ab67616d0000b2733e4ba46c9324ef423f347c35,https://open.spotify.com/track/45PA9lW7U5LYnlpGrdTyHY,72,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Jasleen Royal Ujjwal Kashyap,2020,Sang Rahiyo (feat. Ujjwal Kashyap) Sang Rahiyo (feat. Ujjwal Kashyap) Jasleen Royal Ujjwal Kashyap bollywood Hindi,Sang Rahiyo (feat. Ujjwal Kashyap) Sang Rahiyo (feat. Ujjwal Kashyap) bollywood Hindi,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
1bxzr3JK05fMTcweGAZUHp,"Chuttamalle (From ""Devara Part 1"")","['Shilpa Rao', 'Anirudh Ravichander', 'Ramajogayya Sastry']","Chuttamalle (From ""Devara Part 1"")",2024-08-05,https://i.scdn.co/image/ab67616d0000b2736d97b3dc154dfdbe2321fb5c,https://open.spotify.com/track/1bxzr3JK05fMTcweGAZUHp,72,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Shilpa Rao Anirudh Ravichander Ramajogayya Sastry,2024,"Chuttamalle (From ""Devara Part 1"") Chuttamalle (From ""Devara Part 1"") Shilpa Rao Anirudh Ravichander Ramajogayya Sastry bollywood Hindi","Chuttamalle (From ""Devara Part 1"") Chuttamalle (From ""Devara Part 1"") bollywood Hindi",0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
76ZWOhRRQzmb4xMoZzTjJ9,Payal,"['Yo Yo Honey Singh', 'Paradox']",Glory,2024-08-26,https://i.scdn.co/image/ab67616d0000b273aad3f4b601ae8763b3fc4e88,https://open.spotify.com/track/76ZWOhRRQzmb4xMoZzTjJ9,72,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Yo Yo Honey Singh Paradox,2024,Payal Glory Yo Yo Honey Singh Paradox bollywood Hindi,Payal Glory bollywood Hindi,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
2cPUB8EOT6AfJ8oxhyoNXL,Ye Tune Kya Kiya,"['Pritam', 'Javed Bashir']",Once Upon Ay Time In Mumbai Dobaara !,2013-07-22,https://i.scdn.co/image/ab67616d0000b273fe77bd21eb38ff74b5f21524,https://open.spotify.com/track/2cPUB8EOT6AfJ8oxhyoNXL,72,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Pritam Javed Bashir,2013,Ye Tune Kya Kiya Once Upon Ay Time In Mumbai Dobaara ! Pritam Javed Bashir bollywood Hindi,Ye Tune Kya Kiya Once Upon Ay Time In Mumbai Dobaara ! bollywood Hindi,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
5npFBWhVs3VVlc0nY5xQMA,"Tainu Khabar Nahi - From ""Munjya""","['Sachin-Jigar', 'Arijit Singh']","Tainu Khabar Nahi (From ""Munjya"")",2024-05-31,https://i.scdn.co/image/ab67616d0000b27367a876fee5cd00ed0f395a9e,https://open.spotify.com/track/5npFBWhVs3VVlc0nY5xQMA,71,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Sachin-Jigar Arijit Singh,2024,"Tainu Khabar Nahi - From ""Munjya"" Tainu Khabar Nahi (From ""Munjya"") Sachin-Jigar Arijit Singh bollywood Hindi","Tainu Khabar Nahi - From ""Munjya"" Tainu Khabar Nahi (From ""Munjya"") bollywood Hindi",0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
56zZ48jdyY2oDXHVnwg5Di,Tum Hi Ho,"['Mithoon', 'Arijit Singh']",Aashiqui 2,2013-04-06,https://i.scdn.co/image/ab67616d0000b2736404721c1943d5069f0805f3,https://open.spotify.com/track/56zZ48jdyY2oDXHVnwg5Di,72,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Mithoon Arijit Singh,2013,Tum Hi Ho Aashiqui 2 Mithoon Arijit Singh bollywood Hindi,Tum Hi Ho Aashiqui 2 bollywood Hindi,0.0,0.0,0.098,0.0,0.0,0.0,0.118989,0.118989,0.405057,0.118989,0.118989,0.118989,unclassified,0.098,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
6fScgF2Y63ScU73nYju0ny,O Saathi,"['Atif Aslam', 'Arko']","O Saathi (From ""Baaghi 2"")",2018-03-09,https://i.scdn.co/image/ab67616d0000b2733b7ae221866b5e81daf4483f,https://open.spotify.com/track/6fScgF2Y63ScU73nYju0ny,72,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Atif Aslam Arko,2018,"O Saathi O Saathi (From ""Baaghi 2"") Atif Aslam Arko bollywood Hindi","O Saathi O Saathi (From ""Baaghi 2"") bollywood Hindi",0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
5PUXKVVVQ74C3gl5vKy9Li,Heeriye (feat. Arijit Singh),"['Jasleen Royal', 'Arijit Singh', 'Dulquer Salmaan']",Heeriye (feat. Arijit Singh),2023-07-25,https://i.scdn.co/image/ab67616d0000b2734a60872ae145776164540a7f,https://open.spotify.com/track/5PUXKVVVQ74C3gl5vKy9Li,71,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Jasleen Royal Arijit Singh Dulquer Salmaan,2023,Heeriye (feat. Arijit Singh) Heeriye (feat. Arijit Singh) Jasleen Royal Arijit Singh Dulquer Salmaan bollywood Hindi,Heeriye (feat. Arijit Singh) Heeriye (feat. Arijit Singh) bollywood Hindi,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
2PvaburAUlhNHxVhw5lvOq,"Humdard (From ""Ek Villain"")",['Arijit Singh'],Ultimate Love Songs - Arijit Singh,2020-05-19,https://i.scdn.co/image/ab67616d0000b2731aa5adad8593923dcdf1a7d0,https://open.spotify.com/track/2PvaburAUlhNHxVhw5lvOq,71,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Arijit Singh,2020,"Humdard (From ""Ek Villain"") Ultimate Love Songs - Arijit Singh Arijit Singh bollywood Hindi","Humdard (From ""Ek Villain"") Ultimate Love Songs - Arijit Singh bollywood Hindi",0.0,0.0,0.0023128285028296133,0.0,0.0,0.0,0.165856,0.165856,0.170721,0.165856,0.165856,0.165856,unclassified,0.002313,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
2GXXZFUxYg2LvG8SR0byOE,Jeena Jeena,"['Sachin-Jigar', 'Atif Aslam']",Badlapur (Original Motion Picture Soundtrack),2014-12-09,https://i.scdn.co/image/ab67616d0000b2734c74beed966d2f38aa298c57,https://open.spotify.com/track/2GXXZFUxYg2LvG8SR0byOE,71,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Sachin-Jigar Atif Aslam,2014,Jeena Jeena Badlapur (Original Motion Picture Soundtrack) Sachin-Jigar Atif Aslam bollywood Hindi,Jeena Jeena Badlapur (Original Motion Picture Soundtrack) bollywood Hindi,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
1o8YPl0hyGbpRcHplXNvsm,"Khoobsurat (From ""Stree 2"")","['Sachin-Jigar', 'Vishal Mishra', 'Amitabh Bhattacharya']","Khoobsurat (From ""Stree 2"")",2024-08-09,https://i.scdn.co/image/ab67616d0000b273dd5eaafc5f4075139d7f34b4,https://open.spotify.com/track/1o8YPl0hyGbpRcHplXNvsm,70,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Sachin-Jigar Vishal Mishra Amitabh Bhattacharya,2024,"Khoobsurat (From ""Stree 2"") Khoobsurat (From ""Stree 2"") Sachin-Jigar Vishal Mishra Amitabh Bhattacharya bollywood Hindi","Khoobsurat (From ""Stree 2"") Khoobsurat (From ""Stree 2"") bollywood Hindi",0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
5FXMRdJjKq1BIX4e8Eg9mK,Ajab Si,"['Vishal-Shekhar', 'KK']",Om Shanti Om,2007-09-18,https://i.scdn.co/image/ab67616d0000b273675b3f7dea80153c73581e5e,https://open.spotify.com/track/5FXMRdJjKq1BIX4e8Eg9mK,71,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Vishal-Shekhar KK,2007,Ajab Si Om Shanti Om Vishal-Shekhar KK bollywood Hindi,Ajab Si Om Shanti Om bollywood Hindi,0.0,0.0,0.0,0.0,0.0,0.4993117615072306,0.001928,0.001928,0.001928,0.001928,0.001928,0.990358,surprise,0.499312,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
2E5kZ1qnB7V9bcwBEKvZv8,"Kasturi (From ""Amar Prem Ki Prem Kahani"")","['Arijit Singh', 'Prasad S', 'Kunaal Vermaa']","Kasturi (From ""Amar Prem Ki Prem Kahani"")",2024-09-17,https://i.scdn.co/image/ab67616d0000b2730097e55317238f0a7dce13f6,https://open.spotify.com/track/2E5kZ1qnB7V9bcwBEKvZv8,70,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Arijit Singh Prasad S Kunaal Vermaa,2024,"Kasturi (From ""Amar Prem Ki Prem Kahani"") Kasturi (From ""Amar Prem Ki Prem Kahani"") Arijit Singh Prasad S Kunaal Vermaa bollywood Hindi","Kasturi (From ""Amar Prem Ki Prem Kahani"") Kasturi (From ""Amar Prem Ki Prem Kahani"") bollywood Hindi",0.0,0.0,0.10884479084935733,0.0,0.0,0.0,0.11238,0.11238,0.4381,0.11238,0.11238,0.11238,love,0.108845,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
4XxfOvudrnBRdlgzEaq1sd,Born to Shine,['Diljit Dosanjh'],G.O.A.T.,2020-07-29,https://i.scdn.co/image/ab67616d0000b273e62ca3548e739bd85eebbbc9,https://open.spotify.com/track/4XxfOvudrnBRdlgzEaq1sd,71,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Diljit Dosanjh,2020,Born to Shine G.O.A.T. Diljit Dosanjh bollywood Hindi,Born to Shine G.O.A.T. bollywood Hindi,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
6mTvwBzWTGDOVeCNQEqtOE,Soch Na Sake,"['Amaal Mallik', 'Arijit Singh', 'Tulsi Kumar']",Airlift,2015-12-17,https://i.scdn.co/image/ab67616d0000b2736b047c1401c8c18a54e4377d,https://open.spotify.com/track/6mTvwBzWTGDOVeCNQEqtOE,71,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Amaal Mallik Arijit Singh Tulsi Kumar,2015,Soch Na Sake Airlift Amaal Mallik Arijit Singh Tulsi Kumar bollywood Hindi,Soch Na Sake Airlift bollywood Hindi,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
0GQngE2rOYvlKwEQjTAsP8,Subhanallah,"['Pritam', 'Sreeram', 'Shilpa Rao']",Yeh Jawaani Hai Deewani,2013-03-30,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,https://open.spotify.com/track/0GQngE2rOYvlKwEQjTAsP8,70,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Pritam Sreeram Shilpa Rao,2013,Subhanallah Yeh Jawaani Hai Deewani Pritam Sreeram Shilpa Rao bollywood Hindi,Subhanallah Yeh Jawaani Hai Deewani bollywood Hindi,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
1eZefeDb8uOsjvcbl1fJrG,"Naina (From ""Crew"")","['Diljit Dosanjh', 'Badshah', 'Raj Ranjodh']","Naina (From ""Crew"")",2024-03-05,https://i.scdn.co/image/ab67616d0000b2737eb29e15e05e9b058c5cc81e,https://open.spotify.com/track/1eZefeDb8uOsjvcbl1fJrG,71,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Diljit Dosanjh Badshah Raj Ranjodh,2024,"Naina (From ""Crew"") Naina (From ""Crew"") Diljit Dosanjh Badshah Raj Ranjodh bollywood Hindi","Naina (From ""Crew"") Naina (From ""Crew"") bollywood Hindi",0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
0645eBDehHcqfiF15hscQV,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")","['Vishal Mishra', 'Rashmeet Kaur']","Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",2023-03-17,https://i.scdn.co/image/ab67616d0000b2736624811ee1d8d7ccf5fadb80,https://open.spotify.com/track/0645eBDehHcqfiF15hscQV,70,bollywood,Hindi,Genre metadata: bollywood → Hindi,spotify_dataset.csv,,,,,Vishal Mishra Rashmeet Kaur,2023,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"") Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"") Vishal Mishra Rashmeet Kaur bollywood Hindi","Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"") Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"") bollywood Hindi",0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,unclassified,0.0,metadata/content relevance: weighted lexical evidence + TF-IDF emotion prototype similarity; weak genre cue; not ground-truth song emotion
